Z,ion_charge,nele,parent_config,level_config,J,parity,term,level_meV,level_eV,has_nist_level,parent_config_id,element,E_nist_hartree,E_fac_hartree,E_pinn_hartree,ΔE_PINN_meV,ΔE_FAC_meV,ΔE_PINN_FAC_meV,E_nist_meV
6,5,1,1s1,9s1,0.5,0,2S,483757.97770645336,483.75797770645335,True,28115158,C,-0.2222222222222222,-0.2223956892638004,-0.22493405640125275,-73.79276728067171,-4.720278669333146,-69.07248861133856,-6046.974721330666
6,5,1,1s1,10s1,0.5,0,2S,484906.9029035062,484.9069029035062,True,28115158,C,-0.18,-0.1801267379651659,-0.18338808417320251,-92.19446707093272,-3.448715722160076,-88.74575134877264,-4898.04952427784
7,6,1,1s1,1s1,0.5,0,2S,0.0,0.0,True,28115158,N,-24.5,-24.5159828304726,-25.03656005859375,-14600.542998564484,-434.9149732940222,-14165.628025270462,-666678.963026706
7,6,1,1s1,2s1,0.5,0,2S,500009.2222700295,500.00922227002945,True,28115158,N,-6.125,-6.129998321000407,-6.092729568481445,878.1231763760967,-136.01124332351353,1014.1344196996102,-166669.7407566765
7,6,1,1s1,3s1,0.5,0,2S,592603.5226904054,592.6035226904054,True,28115158,N,-2.7222222222222223,-2.7239871916091243,-2.699169158935547,627.3058092469312,-48.027263699333865,675.333072946265,-74075.44033630067
7,6,1,1s1,4s1,0.5,0,2S,625011.5278375369,625.0115278375368,True,28115158,N,-1.53125,-1.5340807859854892,-1.519364595413208,323.4183349010343,-77.02961083087771,400.447945731912,-41667.435189169126
7,6,1,1s1,5s1,0.5,0,2S,640011.8045056377,640.0118045056378,True,28115158,N,-0.98,-0.9814682118202505,-0.9888425469398499,-240.61796017853408,-39.9520789317608,-200.66588124677327,-26667.15852106824
7,6,1,1s1,6s1,0.5,0,2S,648160.1029426308,648.1601029426307,True,28115158,N,-0.6805555555555556,-0.6814124805102065,-0.69330894947052,-347.0375277673304,-23.318115924832767,-323.7194118424976,-18518.860084075168
7,6,1,1s1,7s1,0.5,0,2S,653073.269903712,653.073269903712,True,28115158,N,-0.5,-0.5005429005664193,-0.5024005174636841,-65.32140789454702,-14.773077006000083,-50.54833088854694,-13605.693122994
7,6,1,1s1,8s1,0.5,0,2S,656262.1042294137,656.2621042294137,True,28115158,N,-0.3828125,-0.3831778398109839,-0.3821229934692383,18.762428527688336,-9.941402707719458,28.703831235407794,-10416.858797292281
